DATE,TMIN,DAY,year,month
1993-10-30,0.8147440902884444,30,1993,10
1993-11-22,-5.327621501109405,22,1993,11
1993-12-01,-3.2949333290663945,1,1993,12
1994-01-17,-3.472352683905104,17,1994,1
1994-02-13,-5.767859596347501,13,1994,2
1994-03-27,-1.6368688129373625,27,1994,3
1994-04-09,-0.7376215011094045,9,1994,4
1994-05-02,2.7663569935142496,2,1994,5
1994-06-09,5.2623784988905955,9,1994,6
1994-07-08,10.32119570319167,8,1994,7
1994-08-15,7.24377634835296,15,1994,8
1994-09-17,4.395711832223928,17,1994,9
1994-10-18,0.5889376386755405,18,1994,10
1994-11-30,2.0890451655572617,30,1994,11
1994-12-24,-2.8981591355180076,24,1994,12
1995-01-05,-4.491707522614782,5,1995,1
1995-02-27,-1.8214310249189287,27,1995,2
1995-03-04,-3.994933329066394,4,1995,3
1995-04-20,-0.15428816777607146,20,1995,4
1995-05-14,2.3889376386755403,14,1995,5
1995-06-08,4.912378498890596,8,1995,6
1995-07-23,9.737324735449736,23,1995,7
1995-08-28,9.421195703191671,28,1995,8
1995-09-29,4.765711832223928,29,1995,9
1995-10-22,4.305066670933605,22,1995,10
1995-11-05,-1.8576215011094046,5,1995,11
1995-12-29,-7.269126877453491,29,1995,12
1996-01-26,-5.988481716163169,26,1996,1
1996-02-22,-6.9970467884657275,22,1996,2
1996-03-12,-5.575578490356717,12,1996,3
1996-04-01,-0.7276215011094056,1,1996,4
1996-05-05,0.9889376386755409,5,1996,5
1996-06-22,5.122378498890597,22,1996,6
1996-07-07,6.543776348352961,7,1996,7
1996-08-31,6.988937638675542,31,1996,8
1996-09-18,3.1390451655572624,18,1996,9
1996-10-30,1.5340989289981222,30,1996,10
1996-11-28,-2.9876215011094054,28,1996,11
1996-12-31,-7.414288167776071,31,1996,12
1997-01-01,-8.720739780679297,1,1997,1
1997-02-02,-2.246431024918929,2,1997,2
1997-03-22,-0.6852559097115547,22,1997,3
1997-04-21,-1.7709548344427386,21,1997,4
1997-05-07,2.5566795741594115,7,1997,5
1997-06-25,5.789045165557265,25,1997,6
1997-07-03,7.156679574159413,3,1997,7
1997-08-29,10.172808606417476,29,1997,8
1997-09-14,4.219045165557261,14,1997,9
1997-10-29,0.5470021548045736,29,1997,10
1997-11-03,-0.9942881677760722,3,1997,11
1997-12-17,-2.9820301032599428,17,1997,12
1998-01-27,-4.004610748421233,27,1998,1
1998-02-02,-3.035716739204643,2,1998,2
1998-03-09,-1.585255909711555,9,1998,3
1998-04-13,0.2190451655572616,13,1998,4
1998-05-05,5.050227961256186,5,1998,5
1998-06-13,6.052378498890595,13,1998,6
1998-07-08,6.6276473160948965,8,1998,7
1998-08-25,6.1857118322239275,25,1998,8
1998-09-12,6.295711832223929,12,1998,9
1998-10-19,0.7824860257723145,19,1998,10
1998-11-23,-4.974288167776072,23,1998,11
1998-12-08,-3.511062361324459,8,1998,12
1999-01-30,-2.675578490356717,30,1999,1
1999-02-13,-5.278573882061786,13,1999,2
1999-03-11,-1.4659010710018778,11,1999,3
1999-04-14,0.539045165557261,14,1999,4
1999-05-16,4.38893763867554,16,1999,5
1999-06-22,4.799045165557261,22,1999,6
1999-07-01,8.798615058030379,1,1999,7
1999-08-22,7.614744090288444,22,1999,8
1999-09-16,8.069045165557263,16,1999,9
1999-10-19,1.6373247354497344,19,1999,10
1999-11-16,-2.3976215011094055,16,1999,11
1999-12-16,-4.007836554872846,16,1999,12
2000-01-24,-3.8788042968083296,24,2000,1
2000-02-21,-3.31773644363814,21,2000,2
2000-03-05,-2.114288167776072,5,2000,3
2000-04-06,0.662378498890595,6,2000,4
2000-05-19,5.137324735449732,19,2000,5
2000-06-26,5.909045165557262,26,2000,6
2000-07-12,6.005066670933606,12,2000,7
2000-08-22,7.769582799965865,22,2000,8
2000-09-05,6.422378498890596,5,2000,9
2000-10-07,2.7824860257723154,7,2000,10
2000-11-17,-0.15428816777607146,17,2000,11
2000-12-22,-2.2626752645502655,22,2000,12
2001-01-17,-4.714288167776072,17,2001,1
2001-02-25,-4.007145310633215,25,2001,2
2001-03-03,-2.114288167776072,3,2001,3
2001-04-14,-0.7042881677760713,14,2001,4
2001-05-06,3.8082924773852183,6,2001,5
2001-06-19,4.112378498890597,19,2001,6
2001-07-15,8.324421509643283,15,2001,7
2001-08-11,8.663131187062639,11,2001,8
2001-09-22,3.865711832223929,22,2001,9
2001-10-31,5.424421509643284,31,2001,10
2001-11-10,-2.697621501109405,10,2001,11
2001-12-23,-6.165901071001878,23,2001,12
2002-01-02,-3.7271913935825234,2,2002,1
2002-02-15,-1.7178595963475,15,2002,2
2002-03-02,-1.8788042968083305,2,2002,3
2002-04-07,-0.49095483444273924,7,2002,4
2002-05-03,3.663131187062638,3,2002,5
2002-06-01,6.312378498890594,1,2002,6
2002-07-19,7.976034412869088,19,2002,7
2002-08-25,8.866356993514252,25,2002,8
2002-09-24,5.182378498890592,24,2002,9
2002-10-20,1.2792602193207019,20,2002,10
2002-11-27,0.2790451655572621,27,2002,11
2002-12-11,-3.5336430064857494,11,2002,12
2003-01-09,-6.140094619388975,9,2003,1
2003-02-01,-6.385716739204643,1,2003,2
2003-03-15,-1.3078365548728454,15,2003,3
2003-04-11,-0.10762150110940549,11,2003,4
2003-05-15,3.2340989289981197,15,2003,5
2003-06-21,7.89904516555726,21,2003,6
2003-07-08,8.40829247738522,8,2003,7
2003-08-31,9.566356993514251,31,2003,8
2003-09-24,4.155711832223928,24,2003,9
2003-10-24,-1.5949333290663947,24,2003,10
2003-11-17,-0.4676215011094049,17,2003,11
2003-12-08,-3.807836554872846,8,2003,12
2004-01-03,-5.275578490356717,3,2004,1
2004-02-26,-3.4211847195002094,26,2004,2
2004-03-01,-2.6917075226147813,1,2004,3
2004-04-10,0.8657118322239281,10,2004,4
2004-05-24,2.172808606417477,24,2004,5
2004-06-19,5.585711832223928,19,2004,6
2004-07-14,6.834098928998125,14,2004,7
2004-08-31,9.18893763867554,31,2004,8
2004-09-16,6.0557118322239285,16,2004,9
2004-10-27,2.801840864481993,27,2004,10
2004-11-20,-2.3276215011094052,20,2004,11
2004-12-21,-5.304610748421233,21,2004,12
2005-01-27,-3.6562236516470397,27,2005,1
2005-02-28,-5.8428595963475,28,2005,2
2005-03-04,-1.988481716163169,4,2005,3
2005-04-09,0.7723784988905944,9,2005,4
2005-05-10,2.382486025772315,10,2005,5
2005-06-12,7.065711832223928,12,2005,6
2005-07-05,8.0534537677078,5,2005,7
2005-08-13,6.524421509643283,13,2005,8
2005-09-19,6.362378498890597,19,2005,9
2005-10-18,4.998615058030379,18,2005,10
2005-11-19,-2.240954834442739,19,2005,11
2005-12-29,-4.549772038743814,29,2005,12
2006-01-28,-6.882030103259943,28,2006,1
2006-02-02,-5.721431024918929,2,2006,2
2006-03-13,-4.736868812937362,13,2006,3
2006-04-11,-0.9309548344427387,11,2006,4
2006-05-01,4.043776348352961,1,2006,5
2006-06-02,5.605711832223927,2,2006,6
2006-07-15,11.19861505803038,15,2006,7
2006-08-30,7.114744090288444,30,2006,8
2006-09-20,7.995711832223928,20,2006,9
2006-10-30,4.640550541901349,30,2006,10
2006-11-02,0.22571183222392754,2,2006,11
2006-12-26,-2.207836554872846,26,2006,12
2007-01-25,-1.0497720387438134,25,2007,1
2007-02-08,-1.8821453106332147,8,2007,2
2007-03-20,-2.0271913935825236,20,2007,3
2007-04-04,2.032378498890595,4,2007,4
2007-05-30,4.214744090288444,30,2007,5
2007-06-27,7.725711832223928,27,2007,6
2007-07-31,7.211518283836832,31,2007,7
2007-08-30,7.111518283836831,30,2007,8
2007-09-18,4.182378498890592,18,2007,9
2007-10-23,1.1050666709336054,23,2007,10
2007-11-16,-1.9109548344427383,16,2007,11
2007-12-21,-4.272352683905105,21,2007,12
2008-01-02,-1.8852559097115558,2,2008,1
2008-02-17,-3.614288167776072,17,2008,2
2008-03-23,-2.694933329066395,23,2008,3
2008-04-08,-1.1476215011094055,8,2008,4
2008-05-20,5.414744090288445,20,2008,5
2008-06-16,5.705711832223929,16,2008,6
2008-07-13,7.659905380611025,13,2008,7
2008-08-15,7.985711832223928,15,2008,8
2008-09-19,4.275711832223927,19,2008,9
2008-10-29,1.0889376386755414,29,2008,10
2008-11-24,-1.6109548344427385,24,2008,11
2008-12-29,-5.494933329066394,29,2008,12
2009-01-07,-8.17880429680833,7,2009,1
2009-02-15,-4.814288167776072,15,2009,2
2009-03-30,-3.307836554872846,30,2009,3
2009-04-23,2.0990451655572615,23,2009,4
2009-05-04,3.3792602193206998,4,2009,5
2009-06-05,6.062378498890594,5,2009,6
2009-07-31,8.182486025772317,31,2009,7
2009-08-03,7.585711832223928,3,2009,8
2009-09-25,5.75904516555726,25,2009,9
2009-10-15,1.9276473160948955,15,2009,10
2009-11-08,1.2390451655572612,8,2009,11
2009-12-19,-5.585255909711556,19,2009,12
2010-01-04,-8.440094619388976,4,2010,1
2010-02-12,-5.7178595963475,12,2010,2
2010-03-08,-2.7852559097115557,8,2010,3
2010-04-22,-1.044288167776072,22,2010,4
2010-05-09,0.7921634451271542,9,2010,5
2010-06-13,6.122378498890597,13,2010,6
2010-07-18,9.247002154804573,18,2010,7
2010-08-31,6.979260219320705,31,2010,8
2010-09-27,4.39904516555726,27,2010,9
2010-10-18,1.0470021548045736,18,2010,10
2010-11-28,-2.0242881677760716,28,2010,11
2010-12-03,-8.827191393582524,3,2010,12
2011-01-30,-4.282030103259943,30,2011,1
2011-02-01,-3.1428595963475003,1,2011,2
2011-03-05,-2.904610748421233,5,2011,3
2011-04-13,2.7723784988905953,13,2011,4
2011-05-04,3.4921634451271517,4,2011,5
2011-06-12,5.959045165557261,12,2011,6
2011-07-03,6.082486025772316,3,2011,7
2011-08-31,7.140550541901349,31,2011,8
2011-09-24,6.575711832223928,24,2011,9
2011-10-21,2.7082924773852186,21,2011,10
2011-11-16,-0.547621501109405,16,2011,11
2011-12-10,-2.3497720387438137,10,2011,12
2012-01-31,-3.382030103259943,31,2012,1
2012-02-04,-8.266012305707106,4,2012,2
2012-03-05,-1.3820301032599431,5,2012,3
2012-04-01,-1.3309548344427382,1,2012,4
2012-05-13,3.8534537677077987,13,2012,5
2012-06-05,5.342378498890594,5,2012,6
2012-07-22,7.3631311870626375,22,2012,7
2012-08-27,8.46313118706264,27,2012,8
2012-09-30,4.025711832223927,30,2012,9
2012-10-28,1.721195703191671,28,2012,10
2012-11-30,-1.3609548344427385,30,2012,11
2012-12-13,-3.007836554872846,13,2012,12
2013-01-16,-5.940094619388975,16,2013,1
2013-02-23,-6.753573882061786,23,2013,2
2013-03-13,-5.956223651647039,13,2013,3
2013-04-01,-1.217621501109405,1,2013,4
2013-05-24,1.592163445127154,24,2013,5
2013-06-26,5.362378498890597,26,2013,6
2013-07-02,9.440550541901349,2,2013,7
2013-08-14,7.821195703191669,14,2013,8
2013-09-17,4.5557118322239285,17,2013,9
2013-10-12,3.6953892515787663,12,2013,10
2013-11-20,-1.8576215011094046,20,2013,11
2013-12-03,-2.35622365164704,3,2013,12
2014-01-12,-2.0884817161631686,12,2014,1
2014-02-03,-1.5714310249189287,3,2014,2
2014-03-25,-1.2336430064857495,25,2014,3
2014-04-16,1.9923784988905942,16,2014,4
2014-05-04,3.172808606417477,4,2014,5
2014-06-05,5.919045165557262,5,2014,6
2014-07-01,9.247002154804573,1,2014,7
2014-08-20,6.795389251578768,20,2014,8
2014-09-23,6.602378498890595,23,2014,9
2014-10-22,4.840550541901348,22,2014,10
2014-11-30,0.2190451655572616,30,2014,11
2014-12-28,-3.9175139742276848,28,2014,12
2015-01-06,-4.811062361324459,6,2015,1
2015-02-05,-5.671431024918929,5,2015,2
2015-03-05,-3.098159135518007,5,2015,3
2015-04-03,-1.1109548344427385,3,2015,4
2015-05-01,2.227647316094896,1,2015,5
2015-06-07,5.135711832223929,7,2015,6
2015-07-31,8.259905380611023,31,2015,7
2015-08-02,8.634098928998121,2,2015,8
2015-09-26,3.8457118322239277,26,2015,9
2015-10-13,1.140550541901348,13,2015,10
2015-11-23,1.5257118322239291,23,2015,11
2015-12-10,1.7566795741594126,10,2015,12
2016-01-19,-3.604610748421233,19,2016,1
2016-02-17,-4.279805409155382,17,2016,2
2016-03-01,-4.294933329066395,1,2016,3
2016-04-28,-1.5342881677760714,28,2016,4
2016-05-02,3.292163445127154,2,2016,5
2016-06-16,6.675711832223928,16,2016,6
2016-07-15,7.90829247738522,15,2016,7
2016-08-11,7.495389251578769,11,2016,8
2016-09-27,7.1090451655572595,27,2016,9
2016-10-23,0.5179698967400572,23,2016,10
2016-11-30,-2.364288167776072,30,2016,11
2016-12-31,-3.736868812937362,31,2016,12
2017-01-06,-7.356223651647039,6,2017,1
2017-02-10,-2.6571453106332146,10,2017,2
2017-03-22,-0.730417200034136,22,2017,3
2017-04-20,-2.340954834442739,20,2017,4
2017-05-10,4.337324735449735,10,2017,5
2017-06-05,7.8823784988905965,5,2017,6
2017-07-13,7.73409892899812,13,2017,7
2017-08-06,7.805066670933605,6,2017,8
2017-09-17,4.549045165557261,17,2017,9
2017-10-30,4.292163445127154,30,2017,10
2017-11-30,-2.0242881677760716,30,2017,11
2017-12-02,-3.617513974227685,2,2017,12
2018-01-21,-2.5271913935825236,21,2018,1
2018-02-28,-7.7678595963475,28,2018,2
2018-03-01,-3.6465462322922,1,2018,3
2018-04-06,2.195711832223929,6,2018,4
2018-05-04,4.8792602193207,4,2018,5
2018-06-23,7.325711832223928,23,2018,6
2018-07-18,10.443776348352959,18,2018,7
2018-08-26,8.679260219320703,26,2018,8
2018-09-30,4.852378498890595,30,2018,9
2018-10-28,2.4663569935142506,28,2018,10
2018-11-21,-1.177621501109405,21,2018,11
2018-12-14,-2.617513974227685,14,2018,12
2019-01-21,-4.994933329066394,21,2019,1
2019-02-01,-2.9392881677760716,1,2019,2
2019-03-19,-0.9336430064857488,19,2019,3
2019-04-14,0.2523784988905948,14,2019,4
2019-05-06,1.4050666709336053,6,2019,5
2019-06-09,6.975711832223928,9,2019,6
2019-07-09,8.685711832223927,9,2019,7
2019-08-21,8.34700215480457,21,2019,8
2019-09-06,5.049045165557261,6,2019,9
2019-10-31,3.414744090288445,31,2019,10
2019-11-20,-1.9409548344427385,20,2019,11
2019-12-02,-2.604610748421233,2,2019,12
2020-01-21,-2.77880429680833,21,2020,1
2020-02-07,-2.097046788465727,7,2020,2
2020-03-24,-2.7497720387438136,24,2020,3
2020-04-01,0.7157118322239286,1,2020,4
2020-05-13,2.043776348352961,13,2020,5
2020-06-05,6.575711832223928,5,2020,6
2020-07-11,7.108292477385219,11,2020,7
2020-08-04,10.001840864481991,4,2020,8
2020-09-25,5.699045165557259,25,2020,9
2020-10-17,2.763131187062638,17,2020,10
2020-11-29,-0.0009548344427381394,29,2020,11
2020-12-06,-2.343320425840588,6,2020,12
2021-01-09,-4.988481716163168,9,2021,1
2021-02-10,-3.9392881677760716,10,2021,2
2021-03-06,-2.2336430064857495,6,2021,3
2021-04-13,-3.554288167776072,13,2021,4
2021-05-01,1.1663569935142508,1,2021,5
2021-06-06,7.969045165557261,6,2021,6
2021-07-01,8.24377634835296,1,2021,7
2021-08-27,7.559905380611025,27,2021,8
2021-09-30,6.235711832223928,30,2021,9
2021-10-21,2.3115182838368318,21,2021,10
2021-11-23,-2.3476215011094053,23,2021,11
2021-12-22,-2.5207397806792975,22,2021,12
2022-01-10,-4.1046107484212335,10,2022,1
2022-02-26,-2.6714310249189293,26,2022,2
2022-03-08,-2.265901071001878,8,2022,3
2022-04-03,-0.4276215011094049,3,2022,4
2022-05-01,3.8373247354497346,1,2022,5
2022-06-02,6.5290451655572594,2,2022,6
2022-07-08,7.624421509643285,8,2022,7
2022-08-06,9.834098928998124,6,2022,8
2022-09-29,5.065711832223928,29,2022,9
2022-10-12,4.73409892899812,12,2022,10
2022-11-19,0.46571183222392865,19,2022,11
2022-12-18,-4.011062361324459,18,2022,12
