date,TXx,TXn,TNx,TNn
1990-03-01,22.5,5.1,12.3,-0.1
1990-04-01,22.0,7.4,9.7,-2.0
1990-05-01,27.6,13.6,14.8,6.3
1990-06-01,29.2,14.3,15.1,7.8
1990-07-01,30.5,15.8,17.3,7.7
1990-08-01,35.3,15.8,19.9,8.4
1990-09-01,24.2,13.9,14.7,4.0
1990-10-01,25.7,11.2,16.9,4.4
1990-11-01,13.5,1.9,10.3,-0.9
1990-12-01,11.2,-0.3,8.2,-2.5
1991-01-01,13.5,-0.9,7.7,-5.3
1991-02-01,16.6,-6.7,7.0,-13.1
1991-03-01,19.7,5.5,13.0,-0.8
1991-04-01,23.9,7.1,11.0,-2.4
1991-05-01,23.7,9.2,9.9,1.6
1991-06-01,22.4,9.7,15.9,3.6
1991-07-01,32.8,16.9,19.8,12.0
1991-08-01,30.8,19.8,17.3,9.0
1991-09-01,28.4,14.7,17.0,5.8
1991-10-01,23.0,9.6,13.1,2.5
1991-11-01,15.2,3.2,11.3,-1.0
1991-12-01,12.7,-0.9,10.3,-5.0
1992-01-01,12.2,-1.0,5.9,-6.2
1992-02-01,16.8,0.6,9.1,-5.1
1992-03-01,16.6,6.2,8.9,-0.4
1992-04-01,18.6,8.1,10.8,-0.2
1992-05-01,30.3,11.2,15.7,3.5
1992-06-01,28.2,14.9,17.1,8.0
1992-07-01,29.6,17.2,17.7,9.7
1992-08-01,31.7,16.5,18.4,9.4
1992-09-01,25.8,14.3,15.9,5.8
1992-10-01,17.3,5.7,10.0,-0.6
1992-11-01,14.4,5.6,11.1,-0.1
1992-12-01,12.1,-0.3,6.8,-5.1
1993-01-01,14.8,-2.9,10.2,-8.4
1993-02-01,10.6,-0.2,5.3,-3.5
1993-03-01,18.7,1.0,9.4,-3.5
1993-04-01,26.2,8.8,14.8,1.9
1993-05-01,27.3,12.6,15.6,4.4
1993-06-01,29.8,13.9,16.6,7.4
1993-07-01,27.8,16.3,16.7,8.3
1993-08-01,25.0,16.6,16.0,6.8
1993-09-01,25.4,10.2,15.0,6.8
1993-10-01,18.6,4.4,13.1,0.4
1993-11-01,17.9,-2.8,8.0,-5.1
1993-12-01,12.7,2.5,8.4,-1.7
1994-01-01,12.9,2.3,6.8,-2.6
1994-02-01,12.2,-1.8,7.5,-8.0
1994-03-01,19.7,7.8,10.0,-0.5
1994-04-01,23.0,6.6,11.8,0.6
1994-05-01,23.4,11.8,12.9,3.5
1994-06-01,30.0,13.4,17.7,6.8
1994-07-01,33.0,18.4,20.8,9.6
1994-08-01,33.9,17.7,19.2,7.9
1994-09-01,21.7,11.2,14.3,6.2
1994-10-01,20.2,8.9,12.0,0.1
1994-11-01,20.2,6.2,13.4,0.8
1994-12-01,14.0,-1.9,12.0,-5.2
1995-01-01,11.9,-1.2,7.4,-5.2
1995-02-01,13.6,5.2,8.7,-1.2
1995-03-01,16.2,4.0,8.0,-2.0
1995-04-01,21.2,8.0,9.4,0.2
1995-05-01,26.8,9.7,14.3,2.0
1995-06-01,30.0,11.2,18.7,4.4
1995-07-01,34.0,18.6,20.8,9.0
1995-08-01,32.8,14.8,20.7,9.9
1995-09-01,21.2,13.9,14.2,5.0
1995-10-01,24.7,9.0,15.0,3.0
1995-11-01,20.3,5.0,11.0,-3.0
1995-12-01,11.1,-2.5,9.0,-7.3
1996-01-01,13.8,-6.3,8.0,-8.3
1996-02-01,10.8,-1.2,5.9,-7.0
1996-03-01,14.3,1.8,7.2,-5.0
1996-04-01,24.8,6.0,13.2,-1.2
1996-05-01,27.6,8.0,13.7,0.0
1996-06-01,32.9,11.8,19.8,6.8
1996-07-01,29.4,15.7,16.7,7.5
1996-08-01,29.9,13.6,18.8,8.4
1996-09-01,20.3,10.1,12.4,6.8
1996-10-01,21.6,11.2,13.5,3.2
1996-11-01,14.3,2.2,12.7,-2.7
1996-12-01,11.4,-5.7,8.4,-13.1
1997-01-01,12.5,-10.1,5.1,-14.1
1997-02-01,15.9,0.2,8.7,-2.6
1997-03-01,17.1,8.2,9.9,-0.5
1997-04-01,18.2,8.5,9.7,-0.2
1997-05-01,27.0,10.5,16.2,0.1
1997-06-01,28.0,15.0,18.0,8.1
1997-07-01,26.7,17.6,15.7,10.4
1997-08-01,31.9,16.6,19.6,12.5
1997-09-01,24.5,14.2,15.4,6.0
1997-10-01,23.8,6.2,16.0,-2.5
1997-11-01,14.5,3.0,10.3,-1.6
1997-12-01,14.0,-0.6,9.9,-3.8
1998-01-01,13.1,0.3,8.8,-5.8
1998-02-01,17.2,-1.2,8.7,-9.4
1998-03-01,21.0,5.0,12.9,-2.7
1998-04-01,22.4,7.9,11.9,-0.2
1998-05-01,31.0,11.3,18.6,3.4
1998-06-01,29.4,15.4,15.9,6.0
1998-07-01,30.7,16.2,17.9,9.3
1998-08-01,33.5,16.0,17.6,7.5
1998-09-01,23.2,12.7,15.3,7.1
1998-10-01,18.0,5.7,13.0,1.7
1998-11-01,14.8,-1.1,11.0,-7.4
1998-12-01,13.2,-1.9,8.0,-3.1
1999-01-01,14.5,0.5,9.8,-5.2
1999-02-01,11.0,0.3,7.3,-7.3
1999-03-01,18.6,4.7,9.6,-0.6
1999-04-01,20.3,6.2,11.3,0.7
1999-05-01,29.5,13.8,15.9,6.1
1999-06-01,25.5,14.3,14.9,6.3
1999-07-01,29.4,18.3,19.4,11.3
1999-08-01,30.7,17.7,18.0,9.4
1999-09-01,29.1,16.0,17.9,9.2
1999-10-01,20.7,9.8,13.3,1.7
1999-11-01,17.3,1.8,8.5,-3.1
1999-12-01,11.5,0.4,5.9,-2.8
2000-01-01,10.4,1.4,9.4,-4.4
2000-02-01,14.3,5.7,7.8,-0.8
2000-03-01,16.2,5.3,9.9,-1.7
2000-04-01,21.2,6.0,12.8,0.2
2000-05-01,27.8,12.2,17.0,6.6
2000-06-01,31.8,14.4,20.2,6.2
2000-07-01,25.1,13.4,15.6,6.4
2000-08-01,29.6,19.9,18.4,10.0
2000-09-01,26.0,14.4,17.0,8.3
2000-10-01,20.7,10.5,12.6,4.2
2000-11-01,15.0,6.5,11.0,2.0
2000-12-01,15.8,-1.0,11.2,-2.7
2001-01-01,12.6,0.7,7.1,-5.5
2001-02-01,14.0,0.2,9.8,-5.8
2001-03-01,16.6,0.7,9.0,-1.2
2001-04-01,22.6,6.5,10.0,-1.9
2001-05-01,25.9,9.4,13.5,5.2
2001-06-01,31.4,13.0,15.8,4.9
2001-07-01,31.1,14.9,18.2,9.7
2001-08-01,32.7,17.2,21.0,10.4
2001-09-01,21.1,11.6,12.8,7.0
2001-10-01,24.8,14.4,16.0,7.0
2001-11-01,13.8,4.8,10.2,-1.8
2001-12-01,13.5,-1.2,7.6,-6.5
2002-01-01,13.6,-0.6,10.1,-7.0
2002-02-01,15.3,6.0,9.5,-2.1
2002-03-01,16.9,3.6,10.2,-1.2
2002-04-01,21.2,7.8,10.8,1.4
2002-05-01,24.7,8.8,15.1,4.0
2002-06-01,31.5,15.3,17.4,9.0
2002-07-01,32.2,14.1,18.7,10.2
2002-08-01,29.5,17.2,19.3,11.8
2002-09-01,22.8,14.2,15.8,6.4
2002-10-01,20.1,10.1,12.8,2.4
2002-11-01,15.8,7.7,11.4,2.3
2002-12-01,12.6,-0.8,9.7,-6.2
2003-01-01,13.1,-3.5,8.3,-8.6
2003-02-01,16.4,-1.0,7.2,-7.0
2003-03-01,20.8,8.3,11.6,0.4
2003-04-01,24.9,5.1,14.0,-1.9
2003-05-01,27.3,13.3,15.3,4.2
2003-06-01,28.1,19.9,17.4,9.7
2003-07-01,31.7,17.6,18.0,11.2
2003-08-01,33.8,16.7,22.3,9.3
2003-09-01,29.4,15.4,14.0,5.0
2003-10-01,18.3,4.4,12.9,-3.5
2003-11-01,16.2,4.4,12.5,1.9
2003-12-01,12.8,1.7,8.3,-3.4
2004-01-01,11.6,-2.5,5.0,-6.8
2004-02-01,16.5,2.8,12.4,-3.6
2004-03-01,21.7,1.9,9.8,-2.7
2004-04-01,21.1,8.6,12.4,1.0
2004-05-01,24.0,10.8,12.0,3.8
2004-06-01,29.7,15.8,17.1,8.0
2004-07-01,29.0,15.4,16.8,9.4
2004-08-01,30.2,16.3,21.5,10.2
2004-09-01,26.7,12.1,16.5,7.7
2004-10-01,21.2,9.0,15.2,5.2
2004-11-01,13.3,4.8,9.4,-2.1
2004-12-01,11.4,-1.2,7.0,-5.3
2005-01-01,13.6,-0.3,8.2,-3.1
2005-02-01,11.8,-0.2,7.5,-6.6
2005-03-01,20.7,-0.9,10.7,-6.6
2005-04-01,21.6,7.4,14.0,1.3
2005-05-01,31.7,11.3,17.0,1.6
2005-06-01,32.9,13.9,20.1,5.2
2005-07-01,29.1,17.2,18.4,10.6
2005-08-01,30.7,17.4,18.0,9.8
2005-09-01,29.0,13.6,17.8,5.4
2005-10-01,23.4,13.9,15.9,5.5
2005-11-01,18.7,1.6,13.0,-1.5
2005-12-01,9.4,-0.8,7.0,-7.0
2006-01-01,10.2,-2.7,3.7,-7.2
2006-02-01,10.6,-0.9,4.7,-4.7
2006-03-01,18.5,0.9,11.9,-5.7
2006-04-01,21.3,9.2,10.0,-0.8
2006-05-01,25.8,11.1,15.2,3.5
2006-06-01,31.3,11.5,18.0,3.7
2006-07-01,36.2,23.0,21.1,13.0
2006-08-01,24.0,16.0,16.3,9.5
2006-09-01,29.5,18.9,17.8,8.5
2006-10-01,22.4,15.2,15.0,7.4
2006-11-01,18.5,7.6,12.5,1.4
2006-12-01,15.3,0.8,10.9,-1.3
2007-01-01,14.9,0.1,12.1,-4.4
2007-02-01,16.2,0.9,8.4,-3.7
2007-03-01,18.1,5.4,7.5,-1.1
2007-04-01,28.7,10.5,13.9,2.7
2007-05-01,26.0,13.5,16.5,4.9
2007-06-01,28.1,15.0,17.6,9.2
2007-07-01,30.7,17.0,17.5,8.3
2007-08-01,30.9,15.0,17.9,7.5
2007-09-01,22.0,13.4,15.4,6.8
2007-10-01,19.3,8.8,13.0,-0.1
2007-11-01,13.8,5.5,10.3,-2.6
2007-12-01,13.1,-0.2,9.2,-6.8
2008-01-01,12.7,1.2,11.6,-3.1
2008-02-01,17.1,2.6,8.7,-4.2
2008-03-01,14.9,3.9,8.7,-2.4
2008-04-01,23.7,7.8,12.7,-1.2
2008-05-01,26.8,13.5,15.6,6.2
2008-06-01,27.5,13.1,16.1,6.4
2008-07-01,31.0,15.8,19.3,9.0
2008-08-01,28.7,16.8,17.6,10.0
2008-09-01,27.2,13.2,16.8,4.2
2008-10-01,22.3,4.4,13.4,0.1
2008-11-01,15.6,2.3,11.5,-2.0
2008-12-01,11.6,0.5,7.8,-6.1
2009-01-01,10.1,-5.8,4.1,-12.8
2009-02-01,11.0,1.4,5.9,-3.8
2009-03-01,14.7,6.6,7.3,-1.4
2009-04-01,24.4,10.8,14.0,3.0
2009-05-01,27.0,12.8,13.7,3.6
2009-06-01,28.4,14.6,17.2,6.8
2009-07-01,30.7,18.2,19.0,10.8
2009-08-01,33.4,19.6,17.4,9.9
2009-09-01,28.9,16.6,15.1,7.6
2009-10-01,19.9,10.7,16.2,-0.2
2009-11-01,17.6,7.3,11.8,2.8
2009-12-01,12.4,-2.7,7.4,-10.9
2010-01-01,8.1,-2.9,4.9,-8.2
2010-02-01,12.0,-2.0,7.6,-6.5
2010-03-01,19.8,1.5,12.3,-4.5
2010-04-01,25.6,10.3,12.7,0.1
2010-05-01,25.9,6.6,12.7,3.3
2010-06-01,29.3,13.5,16.3,7.3
2010-07-01,33.9,19.0,21.9,10.4
2010-08-01,27.9,17.1,17.5,8.3
2010-09-01,23.7,12.5,15.2,5.2
2010-10-01,23.1,7.7,15.5,0.9
2010-11-01,16.1,-2.0,14.0,-4.5
2010-12-01,6.6,-4.5,4.4,-8.0
2011-01-01,13.0,-0.9,10.6,-5.5
2011-02-01,13.2,0.4,9.3,-4.8
2011-03-01,18.3,5.4,10.0,-2.1
2011-04-01,26.4,12.1,12.3,3.1
2011-05-01,28.3,14.8,14.9,4.0
2011-06-01,34.2,16.9,18.9,6.7
2011-07-01,27.0,14.3,15.2,7.4
2011-08-01,29.3,16.5,17.3,8.0
2011-09-01,29.7,15.1,17.4,8.9
2011-10-01,26.9,10.2,15.5,1.9
2011-11-01,18.6,7.1,14.4,-1.9
2011-12-01,12.3,3.4,8.2,0.0
2012-01-01,13.6,-0.6,9.8,-5.2
2012-02-01,10.9,-5.6,8.1,-13.0
2012-03-01,20.6,4.6,7.4,0.3
2012-04-01,21.0,8.3,10.3,-0.1
2012-05-01,28.6,9.7,15.6,2.7
2012-06-01,30.2,13.2,17.4,4.2
2012-07-01,29.1,17.0,17.9,8.6
2012-08-01,35.0,17.2,23.1,9.8
2012-09-01,29.1,15.1,15.5,6.0
2012-10-01,24.5,7.2,14.2,-2.1
2012-11-01,13.9,2.4,8.4,-1.2
2012-12-01,12.8,1.3,8.7,-4.5
2013-01-01,13.9,-4.4,7.9,-9.3
2013-02-01,9.1,-0.6,5.7,-4.9
2013-03-01,19.1,-1.3,9.8,-10.1
2013-04-01,24.2,3.9,12.1,-2.2
2013-05-01,22.0,8.4,11.7,2.6
2013-06-01,29.0,14.7,18.8,6.9
2013-07-01,32.4,18.5,20.1,9.8
2013-08-01,33.9,16.9,20.9,10.4
2013-09-01,31.6,13.9,17.2,7.0
2013-10-01,22.7,9.0,15.3,4.0
2013-11-01,14.1,4.1,9.6,0.4
2013-12-01,13.2,4.6,7.4,-0.4
2014-01-01,13.8,5.1,9.4,-0.5
2014-02-01,13.6,6.2,7.0,1.7
2014-03-01,21.9,6.6,11.8,0.4
2014-04-01,23.2,10.9,12.7,2.2
2014-05-01,25.4,12.5,14.4,2.9
2014-06-01,27.4,15.3,18.0,8.0
2014-07-01,32.9,15.8,21.8,8.9
2014-08-01,26.2,16.2,17.0,8.0
2014-09-01,25.7,14.2,17.2,8.1
2014-10-01,24.1,12.0,14.3,6.9
2014-11-01,20.0,2.9,13.3,0.8
2014-12-01,12.1,-2.3,10.5,-5.7
2015-01-01,13.5,-0.3,6.5,-2.8
2015-02-01,11.3,1.1,4.5,-3.1
2015-03-01,17.9,6.2,7.6,-1.0
2015-04-01,24.5,7.9,10.1,0.9
2015-05-01,25.2,13.4,13.6,3.8
2015-06-01,32.6,13.8,16.3,7.4
2015-07-01,34.5,17.2,21.7,7.9
2015-08-01,31.9,15.8,18.6,10.4
2015-09-01,21.1,14.7,13.3,6.8
2015-10-01,20.2,5.3,13.9,2.5
2015-11-01,20.8,4.7,14.0,-1.8
2015-12-01,16.0,6.3,12.8,2.9
2016-01-01,14.9,-0.9,9.0,-7.2
2016-02-01,11.7,2.6,9.7,-5.1
2016-03-01,14.6,4.7,6.0,-3.2
2016-04-01,19.6,6.5,12.1,-0.7
2016-05-01,25.9,11.8,14.1,2.6
2016-06-01,29.3,14.5,18.3,9.0
2016-07-01,31.6,16.9,20.2,8.8
2016-08-01,32.5,14.6,19.5,7.7
2016-09-01,31.2,16.2,18.3,7.7
2016-10-01,19.9,7.2,11.1,2.1
2016-11-01,14.7,3.7,10.3,-3.7
2016-12-01,12.7,-1.9,7.7,-3.4
2017-01-01,11.3,-0.5,4.6,-5.6
2017-02-01,15.8,-0.1,9.2,-3.2
2017-03-01,21.8,7.5,10.5,2.0
2017-04-01,22.8,9.0,8.5,-1.3
2017-05-01,31.1,12.3,19.2,3.9
2017-06-01,32.4,17.6,20.0,9.8
2017-07-01,29.5,17.1,19.2,8.8
2017-08-01,31.2,16.2,17.6,9.7
2017-09-01,24.2,14.4,16.3,6.2
2017-10-01,25.7,11.1,16.1,4.7
2017-11-01,15.0,3.1,9.4,0.1
2017-12-01,13.8,-0.7,8.4,-2.3
2018-01-01,12.9,3.2,7.5,-0.2
2018-02-01,10.8,-2.2,2.3,-8.7
2018-03-01,16.0,-1.8,10.1,-6.9
2018-04-01,28.1,7.8,15.0,2.5
2018-05-01,28.7,13.6,18.5,4.3
2018-06-01,29.7,17.0,17.9,6.9
2018-07-01,35.4,17.1,21.4,12.5
2018-08-01,34.8,18.0,18.6,9.0
2018-09-01,26.1,12.0,17.6,3.7
2018-10-01,25.6,5.5,16.9,2.1
2018-11-01,19.2,4.4,11.9,-1.0
2018-12-01,13.7,1.2,10.0,-2.3
2019-01-01,9.5,-0.3,6.7,-6.1
2019-02-01,20.2,3.2,6.3,-1.6
2019-03-01,18.8,7.8,9.3,-0.1
2019-04-01,25.2,7.5,12.0,-0.5
2019-05-01,22.2,9.7,12.5,1.6
2019-06-01,32.6,17.0,20.7,8.8
2019-07-01,39.7,17.8,23.5,10.2
2019-08-01,33.3,18.2,19.6,9.6
2019-09-01,27.1,16.2,16.0,6.4
2019-10-01,23.2,9.8,14.6,1.0
2019-11-01,14.7,5.3,10.2,-2.4
2019-12-01,15.4,2.6,10.1,-2.5
2020-01-01,12.4,1.6,10.6,-2.4
2020-02-01,16.6,2.8,7.7,-0.9
2020-03-01,16.7,6.8,11.3,-1.8
2020-04-01,24.1,9.5,11.0,-1.3
2020-05-01,27.2,11.9,14.4,3.1
2020-06-01,29.9,14.5,18.3,7.6
2020-07-01,36.5,17.1,17.0,9.0
2020-08-01,35.9,17.5,21.6,10.7
2020-09-01,34.3,12.6,18.2,8.0
2020-10-01,20.8,10.7,12.7,4.4
2020-11-01,19.1,3.3,11.3,-1.5
2020-12-01,13.8,2.8,11.5,-0.9
2021-01-01,11.3,-0.1,7.7,-3.0
2021-02-01,18.7,-4.1,12.1,-8.6
2021-03-01,23.9,6.1,10.1,-2.7
2021-04-01,21.0,5.6,6.2,-2.2
2021-05-01,25.6,11.0,12.7,1.0
2021-06-01,29.5,14.9,21.0,9.3
2021-07-01,26.5,16.2,15.8,11.4
2021-08-01,27.0,15.4,15.7,10.3
2021-09-01,27.5,14.5,17.5,6.6
2021-10-01,18.9,11.8,14.4,4.2
2021-11-01,12.8,4.2,9.3,-0.5
2021-12-01,14.2,2.8,12.8,-4.2
2022-01-01,14.3,1.0,9.9,-1.8
2022-02-01,13.1,7.5,8.4,-1.0
2022-03-01,19.8,6.2,8.3,-2.7
2022-04-01,20.8,2.7,10.1,-2.9
2022-05-01,27.1,13.2,16.5,2.5
2022-06-01,32.6,17.0,19.3,6.3
2022-07-01,38.1,18.8,20.4,9.6
2022-08-01,32.5,21.2,18.7,9.7
2022-09-01,30.9,11.8,17.0,5.0
2022-10-01,25.5,14.3,15.1,4.4
2022-11-01,17.4,6.0,11.5,2.3
2022-12-01,16.3,0.1,13.8,-6.8
